bairro_group,room_type,latitude,longitude,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365,price
Manhattan,Entire home/apt,40.73376,-74.00095,3,0,0.0,1,0,350
Brooklyn,Shared room,40.68853,-73.96089,1,0,0.0,6,345,45
Brooklyn,Entire home/apt,40.72988,-73.95789,10,0,0.0,1,83,210
Manhattan,Entire home/apt,40.73098,-73.99361,20,0,0.0,1,79,175
Manhattan,Private room,40.75689,-73.99315,1,42,1.27,5,126,98
Manhattan,Entire home/apt,40.7074,-74.00151,30,1,0.11,33,332,205
Manhattan,Entire home/apt,40.7212,-73.99463,5,87,3.79,1,118,265
Queens,Private room,40.75558,-73.83343,1,73,2.3,1,343,96
Brooklyn,Private room,40.63635,-73.95502,3,5,0.59,1,0,90
Queens,Private room,40.76577,-73.91471,30,9,0.19,18,237,39
Brooklyn,Private room,40.71842,-73.94093,31,0,0.0,1,0,80
Brooklyn,Private room,40.69327,-73.92456,1,18,3.46,1,29,60
Queens,Private room,40.69045,-73.77467,1,19,0.26,5,359,59
Brooklyn,Private room,40.67822,-73.9389,3,52,0.85,1,0,90
Manhattan,Private room,40.72196,-73.98063,3,1,1.0,1,158,98
Queens,Private room,40.70161,-73.90556,30,0,0.0,8,312,45
Brooklyn,Shared room,40.58972,-73.97172,7,0,0.0,6,343,25
Brooklyn,Entire home/apt,40.66838,-73.99325,12,0,0.0,1,83,125
Manhattan,Entire home/apt,40.82313,-73.94982,4,137,2.83,2,261,185
Manhattan,Entire home/apt,40.7611,-73.99316,4,1,0.02,1,0,150
Brooklyn,Entire home/apt,40.71171,-73.95704,1,87,1.99,1,151,149
Brooklyn,Entire home/apt,40.71741,-73.93487,4,4,0.11,1,0,220
Manhattan,Private room,40.72928,-74.00135,4,3,0.05,1,0,90
Brooklyn,Private room,40.67762,-73.97097,2,0,0.0,1,0,50
Manhattan,Private room,40.81937,-73.95763,10,0,0.0,1,0,40
Manhattan,Private room,40.80113,-73.96566,1,0,0.0,1,0,50
Bronx,Entire home/apt,40.81865,-73.93014,2,0,0.0,1,81,107
Queens,Entire home/apt,40.70882,-73.9179,2,73,2.11,1,345,135
Brooklyn,Private room,40.68578,-73.94933,2,0,0.0,1,363,160
Manhattan,Entire home/apt,40.76645,-73.98539,4,15,0.41,1,5,150
Brooklyn,Private room,40.71527,-73.96037,3,2,1.22,3,0,65
Manhattan,Entire home/apt,40.77849,-73.98527,30,16,0.35,1,363,374
Manhattan,Private room,40.83177,-73.95,1,56,0.64,1,365,89
Brooklyn,Private room,40.70342,-73.92829,1,15,0.45,1,0,70
Brooklyn,Private room,40.72291,-73.94781,1,7,0.46,1,0,100
Brooklyn,Entire home/apt,40.67023,-73.95257,1,0,0.0,1,0,90
Brooklyn,Private room,40.67915,-73.96923,14,7,0.33,3,0,69
Manhattan,Entire home/apt,40.75736,-73.96665,5,0,0.0,1,40,425
Queens,Entire home/apt,40.75627,-73.9211,30,24,0.25,8,358,95
Queens,Private room,40.71047,-73.81562,4,1,0.11,1,90,350
Brooklyn,Entire home/apt,40.67415,-73.94007,2,4,0.64,3,325,175
Manhattan,Entire home/apt,40.721,-73.99147,2,3,0.15,1,38,200
Brooklyn,Private room,40.69092,-73.90443,1,0,0.0,1,0,30
Manhattan,Entire home/apt,40.72199,-73.99534,1,3,0.46,1,12,165
Brooklyn,Entire home/apt,40.66958,-73.95081,5,1,0.04,1,290,160
Brooklyn,Private room,40.68079,-73.91893,1,14,6.36,2,249,48
Manhattan,Entire home/apt,40.72188,-73.97957,4,7,0.45,1,0,237
Manhattan,Entire home/apt,40.77035,-73.98638,2,0,0.0,1,0,150
Brooklyn,Private room,40.65286,-73.93371,30,1,1.0,4,245,33
Brooklyn,Private room,40.67648,-73.9634,1,19,0.53,2,0,36
Manhattan,Entire home/apt,40.74956,-73.97668,30,2,0.09,50,353,175
Manhattan,Entire home/apt,40.77014,-73.96222,2,68,0.91,1,358,425
Queens,Private room,40.77376,-73.91855,1,207,3.48,4,311,50
Manhattan,Private room,40.73099,-73.98477,1,114,7.97,1,38,89
Manhattan,Entire home/apt,40.73077,-73.98322,6,0,0.0,1,140,299
Brooklyn,Shared room,40.67799,-73.94222,2,13,0.81,1,81,25
Queens,Private room,40.74474,-73.90314,30,0,0.0,37,1,47
Brooklyn,Private room,40.68761,-73.94953,1,20,0.74,2,10,45
Brooklyn,Private room,40.68635,-73.93246,2,56,0.95,7,66,69
Manhattan,Entire home/apt,40.76876,-73.95979,1,1,0.03,1,0,149
Manhattan,Entire home/apt,40.7666,-73.98475,1,0,0.0,1,0,450
Manhattan,Entire home/apt,40.73545,-74.00097,4,1,0.02,1,0,195
Brooklyn,Private room,40.67077,-73.98969,2,53,5.26,2,13,52
Queens,Private room,40.70442,-73.89602,2,29,1.11,1,0,50
Manhattan,Private room,40.7229,-73.98313,5,0,0.0,2,0,60
Manhattan,Entire home/apt,40.76021,-73.99969,30,2,0.08,121,365,199
Manhattan,Private room,40.79939,-73.95218,3,0,0.0,1,6,85
Brooklyn,Entire home/apt,40.68475,-73.90918,2,3,0.47,3,153,60
Brooklyn,Entire home/apt,40.65863,-73.98495,3,0,0.0,1,335,300
Manhattan,Private room,40.76129,-73.9943,1,4,0.44,1,365,250
Brooklyn,Entire home/apt,40.68821,-73.9187,3,159,3.54,3,231,229
Manhattan,Entire home/apt,40.83468,-73.93714,3,0,0.0,1,88,300
Brooklyn,Private room,40.66257,-73.98777,2,23,0.45,3,363,85
Brooklyn,Private room,40.70969,-73.96225,1,12,0.21,1,180,150
Brooklyn,Private room,40.6851,-74.00228,7,2,0.17,1,32,70
Manhattan,Entire home/apt,40.73026,-74.00392,2,2,0.16,1,2,200
Queens,Entire home/apt,40.74592,-73.92399,1,0,0.0,1,0,95
Brooklyn,Private room,40.6856,-73.94388,1,75,4.91,3,295,79
Brooklyn,Private room,40.72566,-73.94823,3,2,0.21,1,0,50
Brooklyn,Private room,40.69485,-73.96567,1,16,1.24,1,0,85
Manhattan,Private room,40.79154,-73.94233,1,186,6.38,4,199,65
Brooklyn,Entire home/apt,40.69158,-73.94329,1,6,0.58,2,213,275
Manhattan,Private room,40.72738,-74.00018,1,161,4.43,1,125,79
Brooklyn,Entire home/apt,40.68216,-73.98199,1,9,1.03,1,0,115
Manhattan,Private room,40.84103,-73.94063,30,3,0.26,34,311,65
Brooklyn,Private room,40.68847,-73.95443,1,0,0.0,1,0,50
Manhattan,Entire home/apt,40.70757,-74.01111,2,4,1.08,327,298,188
Queens,Private room,40.68988,-73.76308,1,0,0.0,1,364,208
Brooklyn,Private room,40.66681,-73.9549,2,4,2.26,1,10,45
Queens,Private room,40.73156,-73.8523,1,1,0.11,2,363,30
Bronx,Private room,40.85539,-73.88769,1,3,3.0,2,359,69
Brooklyn,Private room,40.71895,-73.95604,2,39,0.71,1,260,73
Manhattan,Entire home/apt,40.76637,-73.98941,2,3,0.19,1,0,130
Brooklyn,Entire home/apt,40.67948,-73.96567,21,1,0.03,1,0,150
Brooklyn,Private room,40.71259,-73.95974,3,0,0.0,1,0,75
Manhattan,Private room,40.72321,-73.98327,2,0,0.0,1,0,250
Manhattan,Entire home/apt,40.73691,-74.00013,14,18,0.3,1,48,166
Brooklyn,Entire home/apt,40.68043,-73.96781,5,5,0.11,1,0,160
Manhattan,Shared room,40.76538,-73.98779,1,11,1.11,6,169,90
Queens,Private room,40.74777,-73.91685,3,36,1.18,4,356,108
Queens,Private room,40.75859,-73.91748,1,0,0.0,1,0,70
Brooklyn,Private room,40.72779,-73.94081,6,0,0.0,2,54,99
Bronx,Entire home/apt,40.86116,-73.86248,3,26,3.36,1,349,55
Manhattan,Entire home/apt,40.78737,-73.97293,3,75,3.73,1,110,145
Manhattan,Private room,40.79741,-73.93884,29,40,1.14,2,0,50
Queens,Private room,40.58847,-73.79102,2,3,0.47,1,133,300
Brooklyn,Private room,40.69499,-73.9469,1,0,0.0,1,0,39
Brooklyn,Private room,40.68684,-73.98167,2,6,0.53,1,0,80
Manhattan,Entire home/apt,40.77189,-73.94694,7,2,0.75,1,76,260
Queens,Entire home/apt,40.57215,-73.85822,2,5,2.88,1,334,350
Brooklyn,Private room,40.69871,-73.9361,3,2,0.1,1,0,80
Manhattan,Entire home/apt,40.74451,-73.99939,30,0,0.0,232,292,421
Brooklyn,Private room,40.69379,-73.97111,1,36,3.59,2,329,67
Brooklyn,Entire home/apt,40.69054,-73.92801,7,4,0.64,1,10,75
Manhattan,Entire home/apt,40.73958,-73.9975,2,1,0.04,1,0,160
Manhattan,Private room,40.74652,-74.00089,2,228,3.07,1,53,125
Brooklyn,Private room,40.71165,-73.96322,1,0,0.0,3,0,80
Brooklyn,Private room,40.68845,-73.91956,2,13,1.03,1,8,65
Brooklyn,Entire home/apt,40.71805,-73.9584,3,12,0.85,1,0,175
Brooklyn,Entire home/apt,40.7188,-73.94417,2,0,0.0,1,0,220
Brooklyn,Private room,40.68545,-73.95883,25,1,0.05,1,19,45
Manhattan,Entire home/apt,40.76385,-73.98669,2,137,3.14,1,317,199
Manhattan,Entire home/apt,40.77927,-73.94918,7,3,0.13,1,0,140
Queens,Private room,40.69352,-73.80301,1,47,3.56,4,125,80
Brooklyn,Private room,40.69375,-73.95208,1,2,0.05,1,0,50
Queens,Private room,40.58615,-73.81245,27,13,0.13,1,335,70
Queens,Entire home/apt,40.76356,-73.8885,3,158,2.08,2,322,99
Brooklyn,Private room,40.72547,-73.94595,8,1,0.16,1,2,50
Queens,Private room,40.74046,-73.9251,1,25,2.23,9,336,60
Brooklyn,Private room,40.68456,-73.94962,2,5,0.57,3,64,200
Brooklyn,Entire home/apt,40.66881,-73.99178,5,85,2.58,2,0,147
Brooklyn,Entire home/apt,40.71547,-73.95147,3,5,1.97,3,272,165
Manhattan,Entire home/apt,40.75576,-73.96548,1,10,0.18,1,0,225
Manhattan,Entire home/apt,40.71642,-74.00667,30,1,0.07,87,262,245
Manhattan,Private room,40.7973,-73.9618,3,4,0.17,1,0,55
Manhattan,Entire home/apt,40.72182,-74.00033,3,0,0.0,1,6,500
Brooklyn,Entire home/apt,40.71102,-73.9689,4,5,0.14,1,0,149
Brooklyn,Entire home/apt,40.7111,-73.94643,3,108,1.25,2,144,235
Manhattan,Shared room,40.76481,-73.98724,1,19,2.82,5,52,80
Brooklyn,Shared room,40.66079,-73.96181,1,0,0.0,6,224,40
Queens,Private room,40.71677,-73.83398,1,17,0.78,1,188,65
Manhattan,Private room,40.78538,-73.94121,2,1,0.05,2,0,60
Brooklyn,Private room,40.6617,-73.98221,14,8,0.21,1,0,65
Brooklyn,Private room,40.67383,-73.961,3,27,0.8,1,48,55
Brooklyn,Private room,40.6787,-73.97262,2,226,2.12,3,250,100
Brooklyn,Entire home/apt,40.69347,-73.955,20,0,0.0,2,0,126
Manhattan,Entire home/apt,40.74753,-74.00396,3,7,0.31,1,9,110
Manhattan,Entire home/apt,40.71825,-73.99019,4,1,1.0,1,13,150
Queens,Entire home/apt,40.67196,-73.77821,1,59,7.6,2,287,155
Queens,Private room,40.78223,-73.80724,7,0,0.0,1,365,35
Manhattan,Entire home/apt,40.77608,-73.94364,30,0,0.0,49,325,220
Brooklyn,Private room,40.69612,-73.92918,2,11,4.23,1,147,66
Queens,Private room,40.58511,-73.81757,2,7,0.61,1,252,53
Queens,Entire home/apt,40.74253,-73.9549,4,77,1.62,1,252,153
Brooklyn,Entire home/apt,40.69259,-73.92881,3,2,0.1,1,0,140
Manhattan,Private room,40.84191,-73.93705,2,1,1.0,1,26,50
Brooklyn,Private room,40.67931,-73.93212,15,0,0.0,14,0,75
Brooklyn,Entire home/apt,40.66989,-73.98757,2,86,3.24,2,185,120
Bronx,Private room,40.83413,-73.92918,3,23,1.64,1,188,50
Brooklyn,Private room,40.60755,-73.9741,1,17,0.4,6,174,79
Brooklyn,Private room,40.67238,-73.91488,2,39,1.53,2,84,49
Manhattan,Entire home/apt,40.77154,-73.94968,4,1,0.05,1,0,200
Manhattan,Private room,40.74556,-74.00156,2,0,0.0,1,0,195
Brooklyn,Private room,40.6956,-73.93739,1,5,0.65,1,188,50
Brooklyn,Private room,40.63421,-74.0263,2,36,0.94,1,281,85
Brooklyn,Entire home/apt,40.64212,-73.9973,2,27,1.47,4,308,149
Brooklyn,Private room,40.6737,-73.95669,3,3,0.11,2,0,40
Manhattan,Entire home/apt,40.81448,-73.94547,4,17,1.42,2,245,122
Brooklyn,Private room,40.6792,-73.95358,10,2,0.04,1,0,40
Brooklyn,Private room,40.7322,-73.95882,3,0,0.0,1,0,80
Queens,Private room,40.58937,-73.81327,1,15,1.33,1,345,49
Manhattan,Private room,40.77321,-73.95175,1,0,0.0,1,0,90
Brooklyn,Private room,40.60803,-73.96211,3,15,0.45,2,211,50
Brooklyn,Private room,40.69309,-73.94662,1,7,0.36,1,0,60
Manhattan,Entire home/apt,40.7823,-73.94838,5,117,4.29,3,187,105
Manhattan,Private room,40.7175,-73.99962,3,2,0.23,1,66,110
Manhattan,Entire home/apt,40.75746,-73.98795,5,14,5.06,1,137,420
Manhattan,Private room,40.80761,-73.94305,2,0,0.0,1,6,150
Brooklyn,Entire home/apt,40.68301,-73.93738,30,2,0.18,2,0,120
Brooklyn,Private room,40.66872,-73.95362,2,18,0.4,1,0,40
Manhattan,Private room,40.81161,-73.94046,3,0,0.0,1,362,80
Brooklyn,Private room,40.69449,-73.99727,2,72,1.62,1,231,99
Queens,Private room,40.69698,-73.72962,1,15,1.34,1,361,40
Manhattan,Entire home/apt,40.77463,-73.94972,30,0,0.0,232,249,307
Queens,Private room,40.66894,-73.85369,1,3,0.47,1,20,40
Manhattan,Entire home/apt,40.75561,-73.96472,4,0,0.0,1,0,175
Brooklyn,Private room,40.68288,-73.99799,3,7,0.57,2,48,130
Manhattan,Private room,40.76174,-73.96066,15,1,0.15,1,0,65
Brooklyn,Private room,40.66226,-73.94855,2,4,0.46,1,321,70
Manhattan,Private room,40.73199,-73.98956,7,0,0.0,1,0,51
Brooklyn,Entire home/apt,40.70907,-73.95054,2,1,1.0,1,346,599
Brooklyn,Entire home/apt,40.71638,-73.96612,1,35,1.29,2,9,235
Manhattan,Private room,40.80518,-73.95359,5,43,0.47,2,247,89
Manhattan,Private room,40.71415,-73.99806,2,6,0.17,2,7,95
Brooklyn,Private room,40.68213,-73.9538,4,0,0.0,1,38,75
Brooklyn,Private room,40.69195,-73.97151,7,0,0.0,1,0,57
Brooklyn,Private room,40.67303,-73.88621,1,0,0.0,1,166,50
Manhattan,Entire home/apt,40.75939,-73.96177,30,0,0.0,1,303,650
Brooklyn,Entire home/apt,40.71232,-73.9422,1,1,1.0,3,340,170
Queens,Entire home/apt,40.7303,-73.86674,5,6,0.16,1,157,125
Brooklyn,Private room,40.70011,-73.92043,30,0,0.0,17,336,55
Manhattan,Private room,40.74906,-73.98454,1,70,7.24,3,0,135
Manhattan,Private room,40.76539,-73.99145,2,38,4.15,2,243,150
Staten Island,Entire home/apt,40.62448,-74.08317,1,23,2.43,1,0,89
Manhattan,Private room,40.73948,-73.97643,1,0,0.0,1,0,73
Brooklyn,Entire home/apt,40.70685,-73.94796,10,1,0.11,2,0,150
Bronx,Entire home/apt,40.82286,-73.84765,2,86,2.76,1,171,86
Manhattan,Entire home/apt,40.7075,-74.01023,2,7,1.75,327,346,229
Brooklyn,Entire home/apt,40.70766,-73.92169,5,8,0.34,1,0,175
Brooklyn,Entire home/apt,40.69117,-73.96968,30,0,0.0,1,29,145
Manhattan,Entire home/apt,40.72788,-73.9869,1,177,4.05,1,91,299
Brooklyn,Private room,40.70448,-73.94208,3,6,0.16,1,0,75
Brooklyn,Entire home/apt,40.70037,-73.92408,5,4,0.44,1,0,90
Brooklyn,Entire home/apt,40.70795,-73.94741,5,1,0.08,1,11,100
Brooklyn,Entire home/apt,40.66646,-73.93605,5,1,0.02,1,0,105
Brooklyn,Entire home/apt,40.68783,-73.98695,2,31,2.99,1,25,295
Manhattan,Entire home/apt,40.77856,-73.98278,7,2,0.05,1,0,150
Manhattan,Private room,40.74899,-74.00403,7,12,0.42,1,0,90
Brooklyn,Private room,40.69195,-73.94225,2,0,0.0,2,48,47
Brooklyn,Private room,40.59195,-73.94639,30,0,0.0,2,173,500
Manhattan,Entire home/apt,40.75247,-73.97305,1,1,0.03,1,0,153
Manhattan,Entire home/apt,40.73408,-73.98163,3,39,1.79,1,345,225
Brooklyn,Entire home/apt,40.7373,-73.95323,3,24,0.26,28,60,199
Manhattan,Private room,40.78774,-73.94627,180,0,0.0,1,0,73
Queens,Private room,40.77134,-73.91328,1,5,1.6,2,188,52
Queens,Private room,40.73283,-73.8892,1,0,0.0,3,90,60
Manhattan,Entire home/apt,40.71536,-73.98951,5,3,0.28,1,1,110
Manhattan,Entire home/apt,40.77,-73.94285,1,0,0.0,1,0,150
Manhattan,Private room,40.75691,-73.9984,2,35,0.69,2,28,99
Queens,Private room,40.75894,-73.92864,1,4,1.52,5,355,60
Brooklyn,Private room,40.70591,-73.92916,2,48,2.6,2,5,66
Manhattan,Private room,40.79053,-73.94398,3,139,2.38,1,293,90
Manhattan,Entire home/apt,40.77138,-73.94973,1,15,0.62,1,0,145
Manhattan,Private room,40.78324,-73.94871,2,4,0.17,1,0,90
Brooklyn,Entire home/apt,40.7201,-73.96373,3,1,0.81,1,74,150
Manhattan,Private room,40.84063,-73.93928,1,108,5.34,1,13,55
Manhattan,Entire home/apt,40.81575,-73.94913,3,96,2.51,1,39,169
Staten Island,Private room,40.63457,-74.07817,1,56,2.09,3,351,65
Manhattan,Entire home/apt,40.74218,-73.99963,14,0,0.0,1,0,350
Bronx,Entire home/apt,40.89694,-73.86055,2,199,5.0,2,319,90
Manhattan,Entire home/apt,40.78858,-73.97462,3,34,1.66,1,0,170
Manhattan,Entire home/apt,40.77112,-73.96226,7,70,3.76,1,185,239
Brooklyn,Private room,40.69074,-73.93858,1,20,1.9,6,285,118
Manhattan,Entire home/apt,40.79126,-73.94663,2,87,3.29,1,213,195
Queens,Private room,40.74984,-73.91834,1,0,0.0,1,0,60
Manhattan,Entire home/apt,40.71366,-73.99153,1,2,0.1,4,249,320
Manhattan,Entire home/apt,40.72619,-73.98284,2,2,0.04,1,0,239
Bronx,Entire home/apt,40.87831,-73.86511,2,3,0.41,3,323,350
Brooklyn,Private room,40.70557,-73.92445,1,2,0.32,3,0,42
Manhattan,Entire home/apt,40.80596,-73.96471,1,7,0.16,1,0,170
Brooklyn,Entire home/apt,40.66567,-73.99509,3,116,2.56,1,38,195
Brooklyn,Private room,40.67942,-73.96469,2,8,0.53,2,0,150
Manhattan,Private room,40.81332,-73.94869,1,3,0.14,3,3,65
Queens,Private room,40.74693,-73.90146,1,0,0.0,1,0,132
Manhattan,Entire home/apt,40.77469,-73.95067,30,2,0.31,1,0,102
Manhattan,Entire home/apt,40.71989,-74.00465,14,5,0.25,3,0,497
Manhattan,Entire home/apt,40.71908,-73.99976,1,2,0.03,1,207,150
Manhattan,Private room,40.72758,-73.97762,1,141,4.51,1,130,199
Manhattan,Entire home/apt,40.7409,-73.98085,2,0,0.0,1,49,199
Brooklyn,Entire home/apt,40.69856,-73.94368,2,18,0.44,1,0,142
Brooklyn,Private room,40.71751,-73.94474,1,0,0.0,1,0,80
Manhattan,Private room,40.8415,-73.9375,2,6,2.54,1,0,55
Manhattan,Entire home/apt,40.78285,-73.94875,30,2,0.08,1,0,129
Manhattan,Entire home/apt,40.74909,-73.98657,30,1,0.51,96,345,170
Bronx,Private room,40.88563,-73.85975,2,40,3.77,1,0,50
Bronx,Private room,40.83213,-73.90736,6,0,0.0,1,179,50
Brooklyn,Entire home/apt,40.70771,-73.94344,3,13,0.22,1,0,200
Brooklyn,Entire home/apt,40.67007,-73.94729,2,13,0.24,1,224,300
Brooklyn,Entire home/apt,40.58363,-73.93553,7,3,0.05,2,363,260
Brooklyn,Private room,40.65129,-73.94058,1,10,0.72,1,365,90
Brooklyn,Shared room,40.66844,-73.95857,2,0,0.0,1,0,46
Brooklyn,Private room,40.72418,-73.94528,2,2,0.03,1,0,83
Brooklyn,Private room,40.73051,-73.95496,2,2,0.05,1,0,80
Manhattan,Entire home/apt,40.79433,-73.9765,2,129,1.41,1,107,225
Brooklyn,Entire home/apt,40.60859,-73.99331,30,19,1.17,2,179,200
Queens,Entire home/apt,40.76373,-73.82904,2,15,1.97,1,59,188
Brooklyn,Private room,40.6741,-73.94496,1,0,0.0,1,0,75
Manhattan,Entire home/apt,40.76573,-73.98897,3,14,14.0,2,45,500
Brooklyn,Private room,40.67831,-73.93903,3,3,0.07,1,342,65
Queens,Entire home/apt,40.68146,-73.84726,4,38,2.66,4,51,150
Brooklyn,Entire home/apt,40.72138,-73.95757,30,45,1.27,1,310,200
Manhattan,Private room,40.77859,-73.98481,1,3,0.96,3,341,228
Manhattan,Entire home/apt,40.76138,-73.99945,2,3,0.25,1,0,190
Brooklyn,Shared room,40.58462,-73.97155,10,0,0.0,12,0,25
Queens,Private room,40.74132,-73.91931,2,0,0.0,2,341,65
Manhattan,Private room,40.81502,-73.94183,2,3,0.36,1,0,90
Brooklyn,Entire home/apt,40.66226,-73.98956,2,11,0.23,1,10,125
Manhattan,Private room,40.78046,-73.98818,3,2,0.63,2,339,90
Brooklyn,Entire home/apt,40.67835,-73.97074,2,80,2.83,1,105,125
Queens,Private room,40.67048,-73.77832,1,138,8.87,6,177,60
Brooklyn,Entire home/apt,40.68982,-73.95818,3,18,2.19,1,307,135
Manhattan,Entire home/apt,40.73065,-73.98523,2,18,3.88,1,5,88
Manhattan,Private room,40.75933,-73.99512,2,24,1.9,1,0,125
Manhattan,Entire home/apt,40.81612,-73.94216,30,5,2.08,1,239,195
Brooklyn,Entire home/apt,40.66044,-73.96114,6,4,0.09,1,0,70
Manhattan,Private room,40.82494,-73.9428,2,15,1.73,1,143,80
Manhattan,Private room,40.72319,-73.99201,1,285,2.69,1,7,83
Brooklyn,Entire home/apt,40.66114,-73.91258,2,11,0.57,5,51,300
Queens,Private room,40.74686,-73.82192,1,49,4.31,4,72,59
Manhattan,Entire home/apt,40.73925,-73.98084,3,52,3.15,1,106,409
Manhattan,Entire home/apt,40.79577,-73.97377,4,0,0.0,1,248,399
Brooklyn,Entire home/apt,40.66921,-73.87797,4,63,1.67,1,67,123
Brooklyn,Entire home/apt,40.73351,-73.95459,3,0,0.0,2,280,245
Manhattan,Private room,40.81463,-73.95106,3,11,0.35,1,14,75
Queens,Entire home/apt,40.60513,-73.77024,2,33,4.21,1,309,151
Manhattan,Private room,40.7494,-73.97823,1,4,0.09,1,0,111
Brooklyn,Private room,40.67528,-73.906,2,3,0.16,2,0,40
Brooklyn,Entire home/apt,40.66529,-73.9557,5,150,2.48,2,309,130
Manhattan,Private room,40.76184,-73.94848,1,2,0.11,1,0,47
Brooklyn,Private room,40.68641,-73.94735,2,29,0.5,4,335,52
Brooklyn,Entire home/apt,40.69561,-73.969,3,1,0.02,1,0,109
Manhattan,Entire home/apt,40.7601,-73.97042,2,3,3.0,1,128,179
Manhattan,Entire home/apt,40.80942,-73.93936,3,135,1.3,3,192,140
Brooklyn,Entire home/apt,40.69093,-73.97046,3,104,2.52,1,249,186
Manhattan,Private room,40.71688,-73.9904,31,0,0.0,1,179,125
Manhattan,Private room,40.80378,-73.96619,14,1,0.42,1,15,50
Brooklyn,Private room,40.71205,-73.95838,3,4,0.48,1,0,70
Brooklyn,Private room,40.66079,-73.95693,3,47,0.84,3,76,50
Manhattan,Entire home/apt,40.76,-73.98962,3,4,0.26,1,0,175
Queens,Entire home/apt,40.68507,-73.73342,15,0,0.0,1,180,90
Brooklyn,Private room,40.6307,-73.89567,1,3,1.76,5,365,120
Brooklyn,Entire home/apt,40.6669,-73.97827,2,1,0.03,1,0,250
Manhattan,Entire home/apt,40.75876,-73.96153,1,0,0.0,1,51,162
Brooklyn,Private room,40.67073,-73.95021,1,0,0.0,1,0,55
Brooklyn,Private room,40.68993,-73.91139,2,32,3.1,3,78,60
Queens,Entire home/apt,40.70208,-73.91125,2,2,0.24,1,5,120
Brooklyn,Private room,40.70758,-73.94197,2,0,0.0,1,0,115
Brooklyn,Private room,40.71169,-73.95827,1,13,0.55,3,85,91
Brooklyn,Private room,40.67428,-73.94373,3,0,0.0,1,89,75
Manhattan,Entire home/apt,40.75085,-73.98266,30,5,0.13,14,217,150
Manhattan,Entire home/apt,40.74094,-73.99464,30,1,0.19,232,330,255
Manhattan,Entire home/apt,40.74945,-73.99511,31,4,1.45,1,165,99
Brooklyn,Entire home/apt,40.71359,-73.9404,3,37,5.19,1,34,165
Queens,Entire home/apt,40.76165,-73.92179,5,0,0.0,1,0,130
Brooklyn,Entire home/apt,40.65467,-73.94967,2,8,0.61,1,0,50
Brooklyn,Private room,40.71801,-73.95244,1,2,1.09,1,249,43
Bronx,Entire home/apt,40.87675,-73.86372,2,32,3.09,3,344,280
Brooklyn,Entire home/apt,40.68839,-73.96018,1,93,4.67,1,65,100
Manhattan,Private room,40.82389,-73.95014,30,5,0.32,3,332,48
Brooklyn,Private room,40.68875,-73.90943,5,0,0.0,1,0,32
Brooklyn,Entire home/apt,40.69402,-73.92378,2,2,1.4,1,0,154
Queens,Private room,40.741,-73.88019,2,43,1.5,1,90,60
Brooklyn,Private room,40.65329,-73.96156,2,0,0.0,1,0,60
Manhattan,Entire home/apt,40.73512,-73.98614,30,0,0.0,65,242,235
Brooklyn,Entire home/apt,40.70827,-73.92264,2,47,0.88,2,345,97
Queens,Entire home/apt,40.70142,-73.90515,1,22,1.64,2,5,90
Brooklyn,Private room,40.68088,-73.91181,1,83,5.48,3,24,59
Manhattan,Entire home/apt,40.72012,-73.99092,11,50,0.82,1,0,146
Manhattan,Private room,40.74927,-73.99227,1,1,0.68,9,324,100
Manhattan,Private room,40.72778,-73.99899,2,0,0.0,1,0,85
Brooklyn,Entire home/apt,40.67398,-73.94669,1,0,0.0,2,22,250
Manhattan,Private room,40.71823,-73.98319,7,0,0.0,1,0,90
Manhattan,Entire home/apt,40.85496,-73.93406,2,0,0.0,1,0,84
Manhattan,Entire home/apt,40.72782,-73.99759,4,0,0.0,3,22,420
Brooklyn,Private room,40.67356,-73.9321,2,101,3.4,4,329,52
Brooklyn,Private room,40.5908,-73.94693,2,2,2.0,1,250,35
Manhattan,Private room,40.71995,-73.99975,3,71,1.21,2,304,120
Brooklyn,Private room,40.64946,-73.92839,2,24,1.79,2,361,65
Manhattan,Entire home/apt,40.74683,-73.98761,1,138,5.45,1,142,158
Manhattan,Private room,40.79876,-73.96053,3,2,0.21,1,0,109
Manhattan,Entire home/apt,40.74975,-73.97699,30,0,0.0,91,0,185
Manhattan,Private room,40.72578,-73.98448,4,12,0.16,1,12,59
Brooklyn,Entire home/apt,40.66794,-73.98638,5,55,3.03,3,235,149
Brooklyn,Entire home/apt,40.6703,-73.94182,3,44,2.33,1,52,250
Manhattan,Entire home/apt,40.78151,-73.94775,30,12,0.29,15,208,99
Manhattan,Private room,40.77282,-73.9808,10,1,0.03,1,0,115
Bronx,Private room,40.84024,-73.85836,1,23,0.96,1,54,45
Queens,Private room,40.74188,-73.90146,30,2,0.75,103,230,61
Manhattan,Private room,40.75513,-73.98784,1,0,0.0,13,344,100
Brooklyn,Private room,40.67304,-73.95615,7,3,0.29,3,161,100
Brooklyn,Entire home/apt,40.71975,-73.94279,2,1,0.05,1,0,175
Manhattan,Entire home/apt,40.75286,-73.99551,30,0,0.0,87,364,239
Brooklyn,Private room,40.67595,-73.87964,3,0,0.0,2,23,50
Manhattan,Entire home/apt,40.75949,-73.98825,3,2,2.0,1,219,125
Manhattan,Private room,40.79655,-73.93848,3,54,1.61,2,271,75
Manhattan,Entire home/apt,40.82295,-73.95066,5,0,0.0,1,0,100
